file_name,image_path,batch,is_invoice,confidence,confidence_level,dit_status
batch1-0494.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0494.jpg,batch1_1,True,0.888918399810791,high,correct
batch1-0081.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0081.jpg,batch1_1,True,0.9319911599159241,high,correct
batch1-0499.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0499.jpg,batch1_1,True,0.9293631315231323,high,correct
batch1-0497.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0497.jpg,batch1_1,True,0.6829419136047363,medium,correct
batch1-0489.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0489.jpg,batch1_1,True,0.9317576885223389,high,correct
batch1-0108.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0108.jpg,batch1_1,True,0.9392548203468323,high,correct
batch1-0019.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0019.jpg,batch1_1,True,0.9203559160232544,high,correct
batch1-0105.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0105.jpg,batch1_1,True,0.9375296235084534,high,correct
batch1-0151.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0151.jpg,batch1_1,True,0.9347382187843323,high,correct
batch1-0087.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0087.jpg,batch1_1,True,0.9314148426055908,high,correct
batch1-0187.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0187.jpg,batch1_1,True,0.6669809818267822,medium,correct
batch1-0039.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0039.jpg,batch1_1,True,0.9211200475692749,high,correct
batch1-0490.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0490.jpg,batch1_1,True,0.8364272713661194,high,correct
batch1-0196.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0196.jpg,batch1_1,True,0.9368547797203064,high,correct
batch1-0132.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0132.jpg,batch1_1,True,0.9314686059951782,high,correct
batch1-0210.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0210.jpg,batch1_1,True,0.6783786416053772,medium,correct
batch1-0020.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0020.jpg,batch1_1,True,0.8721333146095276,high,correct
batch1-0276.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0276.jpg,batch1_1,True,0.9386646747589111,high,correct
batch1-0300.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0300.jpg,batch1_1,True,0.9232638478279114,high,correct
batch1-0158.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0158.jpg,batch1_1,True,0.9210559129714966,high,correct
batch1-0136.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0136.jpg,batch1_1,True,0.8770354986190796,high,correct
batch1-0274.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0274.jpg,batch1_1,True,0.8645929098129272,high,correct
batch1-0435.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0435.jpg,batch1_1,True,0.9233282804489136,high,correct
batch1-0384.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0384.jpg,batch1_1,True,0.8065418004989624,high,correct
batch1-0401.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0401.jpg,batch1_1,True,0.9141502976417542,high,correct
batch1-0023.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0023.jpg,batch1_1,True,0.9352075457572937,high,correct
batch1-0093.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0093.jpg,batch1_1,True,0.9266494512557983,high,correct
batch1-0035.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0035.jpg,batch1_1,True,0.6730977296829224,medium,correct
batch1-0059.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0059.jpg,batch1_1,True,0.9107568860054016,high,correct
batch1-0080.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0080.jpg,batch1_1,True,0.8381704688072205,high,correct
batch1-0056.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0056.jpg,batch1_1,True,0.7333418130874634,medium,correct
batch1-0170.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0170.jpg,batch1_1,True,0.5477452874183655,low,correct
batch1-0123.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0123.jpg,batch1_1,True,0.9316017627716064,high,correct
batch1-0320.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0320.jpg,batch1_1,True,0.9298406839370728,high,correct
batch1-0137.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0137.jpg,batch1_1,True,0.9311433434486389,high,correct
batch1-0167.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0167.jpg,batch1_1,True,0.9349110126495361,high,correct
batch1-0376.jpg,C:\Users\LENOVO\Downloads\batch_1\batch_1\batch1_1\batch1-0376.jpg,batch1_1,True,0.9287775158882141,high,correct
