2026-05-19 19:33:51 | DEBUG    | urllib3.util.retry | Converted retries value: 1 -> Retry(total=1, connect=None, read=None, redirect=None, status=None)
2026-05-19 19:33:51 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): login.microsoftonline.com:443
2026-05-19 19:33:52 | DEBUG    | urllib3.connectionpool | https://login.microsoftonline.com:443 "GET /common/v2.0/.well-known/openid-configuration HTTP/1.1" 200 1728
2026-05-19 19:33:52 | INFO     | tools.document_verifier_tool | Loading DiT Document Verifier...
2026-05-19 19:33:53 | INFO     | tools.document_verifier_tool |    Using default threshold: 0.5
2026-05-19 19:33:53 | INFO     | tools.document_verifier_tool | DiT Document Verifier ready
2026-05-19 19:33:53 | INFO     | tools.document_verifier_tool |    Model      : microsoft/dit-base (fine-tuned)
2026-05-19 19:33:53 | INFO     | tools.document_verifier_tool |    Dataset    : invoiceXpert (FATURA2 + RVL-CDIP)
2026-05-19 19:33:53 | INFO     | tools.document_verifier_tool |    Device     : cpu
2026-05-19 19:33:53 | INFO     | tools.document_verifier_tool |    Threshold  : 0.5000
2026-05-19 19:33:53 | INFO     | tools.document_verifier_tool |    Parameters : 85,810,178
2026-05-19 19:33:56 | INFO     | tools.dataset_builder_tool | DatasetBuilder initialized → data\dataset
2026-05-19 19:33:56 | INFO     | main | Single cycle mode.
2026-05-19 19:33:56 | INFO     | agent.smart_expense_agent | ------------------------------------------------------------
2026-05-19 19:33:56 | INFO     | agent.smart_expense_agent | New cycle started
2026-05-19 19:33:56 | INFO     | tools.mail_fetcher_tool | Searching for unread emails with attachments...
2026-05-19 19:33:56 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): graph.microsoft.com:443
2026-05-19 19:33:57 | DEBUG    | urllib3.connectionpool | https://graph.microsoft.com:443 "GET /v1.0/me/messages?%24filter=isRead+eq+false+and+hasAttachments+eq+true&%24select=id%2Csubject%2Cfrom%2CbodyPreview&%24top=50 HTTP/1.1" 200 None
2026-05-19 19:33:57 | INFO     | tools.mail_fetcher_tool | 1 email(s) with attachments found
2026-05-19 19:33:57 | INFO     | tools.mail_fetcher_tool | Analyzing: 'facture' | aitlhajjamila56@gmail.com
2026-05-19 19:33:57 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): graph.microsoft.com:443
2026-05-19 19:33:58 | DEBUG    | urllib3.connectionpool | https://graph.microsoft.com:443 "GET /v1.0/me/messages/AQMkADAwATNiZmYAZS1hZjRjLWFlYWYtMDACLTAwCgBGAAADzBzRFIGwE0C8zDWjsoZgHAcAXJ393wSy7UijddDxpYSFdQAAAgEMAAAAXJ393wSy7UijddDxpYSFdQAAABS0v40AAAA=/attachments?$select=name,contentType,size HTTP/1.1" 200 None
2026-05-19 19:33:58 | INFO     | tools.mail_fetcher_tool | Quick match: obvious invoice subject → INVOICE (subject: 'facture')
2026-05-19 19:33:58 | INFO     | tools.mail_fetcher_tool | Invoice detected → downloading: facture
2026-05-19 19:33:58 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): graph.microsoft.com:443
2026-05-19 19:33:59 | DEBUG    | urllib3.connectionpool | https://graph.microsoft.com:443 "GET /v1.0/me/messages/AQMkADAwATNiZmYAZS1hZjRjLWFlYWYtMDACLTAwCgBGAAADzBzRFIGwE0C8zDWjsoZgHAcAXJ393wSy7UijddDxpYSFdQAAAgEMAAAAXJ393wSy7UijddDxpYSFdQAAABS0v40AAAA=/attachments HTTP/1.1" 200 None
2026-05-19 19:34:00 | INFO     | tools.mail_fetcher_tool |   Downloaded: 9cfe95d23d1b4446bb8e8176d9ca42ae.jpg (original: image.jpg)
2026-05-19 19:34:00 | INFO     | tools.mail_fetcher_tool |   1 file(s) downloaded (will be marked after validation)
2026-05-19 19:34:00 | INFO     | tools.mail_fetcher_tool | Cycle complete — 1 invoice(s) collected
2026-05-19 19:34:00 | INFO     | agent.smart_expense_agent | 1 document(s) collected
2026-05-19 19:34:00 | INFO     | agent.smart_expense_agent | Processing: 9cfe95d23d1b4446bb8e8176d9ca42ae.jpg
2026-05-19 19:34:00 | DEBUG    | PIL.Image | Importing JpegImagePlugin
2026-05-19 19:34:02 | INFO     | tools.document_verifier_tool | DiT → '9cfe95d23d1b4446bb8e8176d9ca42ae.jpg' : score=0.9359 (high confidence) → ✅ invoice
2026-05-19 19:34:02 | INFO     | agent.smart_expense_agent | DiT confirmed invoice: 9cfe95d23d1b4446bb8e8176d9ca42ae.jpg (score=0.936, confidence=high)
2026-05-19 19:34:02 | INFO     | agent.smart_expense_agent |   Attempt 1/3: 9cfe95d23d1b4446bb8e8176d9ca42ae.jpg
2026-05-19 19:34:02 | INFO     | tools.ocr_extraction_tool | OCR processing: 9cfe95d23d1b4446bb8e8176d9ca42ae.jpg
2026-05-19 19:34:02 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): ocr-invoice-service.cognitiveservices.azure.com:443
2026-05-19 19:34:03 | DEBUG    | urllib3.connectionpool | https://ocr-invoice-service.cognitiveservices.azure.com:443 "POST /documentintelligence/documentModels/prebuilt-invoice:analyze?api-version=2024-11-30 HTTP/1.1" 202 0
